Eco_sec,Bgc_zone,Bgc_subzon,Bgc_vrt,Bgc_phase,Beumc,Slope_mod,Site_m3a,Snow_code,Above_Elev_Thold,Crown_Bear,Strct_d,Stand_d,Forested,Hectares,MURAR_PEFD_6C
NEU,ESSF,mc,,,EF,,,,Y,1,4,C,Y,14770697772,5
BUB,SBS,dk,,,WR,,a,,N,,4,M,Y,14770764102,3
NAU,SBPS,mc,,,WR,,a,,N,2,4,M,Y,14770764102,3
BUB,SBS,dk,,,DF,,,,N,3,4,B,Y,14770764102,5
BAU,ESSF,mv,1,,EF,,,,N,2,5,M,Y,10096344055,5
BAU,SBS,dk,,,WR,,a,,N,2,5,C,Y,14423348650,2
KIM,CWH,ws,2,,FR,,,,N,3,4,C,Y,29541395544,5
BUB,SBS,dk,,,DF,,a,,N,2,4,C,Y,10339534871,5
BUB,SBS,dw,3,,SF,,,,N,2,7a,,Y,28846697300,4
BUB,SBS,dk,,,SL,,,,N,,5,M,Y,28846697300,5
BUB,SBS,dk,,,DF,,,,N,3,5,M,Y,28846612798,5
NEU,ESSF,mc,,,EF,,,,Y,3,7,C,Y,29541395544,5
NEU,ESSF,mc,,,EF,,,,Y,3,5,C,Y,14770697772,5
NEU,ESSF,mc,,,TA,,,,Y,,1,,N,14770697772,6
KIM,ESSF,mk,,,WB,,,,Y,1,4,C,Y,29541395544,5
BAU,SBS,mc,2,,TA,,,,N,,1,,N,14423348650,5
NEU,SBS,mc,2,,SL,,,,N,3,5,C,Y,14770697772,5
NAU,SBPS,mc,,,LP,,,,N,2,5,M,Y,44312292306,4
KIM,CWH,ws,2,,FR,,,,N,3,5,C,Y,14770697772,5
BAU,ESSF,mv,3,,EF,,,,Y,,3b,,Y,11538678920,5
NEU,BAFA,un,,,FP,,,,Y,,4,C,Y,14770697772,5
BAU,ESSF,mv,3,,EF,,,,Y,3,5,C,Y,11538678920,5
BUB,SBS,dk,,,WR,,a,,N,3,7a,,Y,14423306399,1
NEU,SBS,mc,2,,BB,,,,N,,2,,N,29541395544,3
BAU,SBS,wk,3,,BB,,,,N,,2,,N,14423348650,3
BAU,SBS,dk,,,SL,,,,N,4,5,B,Y,14423348650,5
NEU,ESSF,mc,,,EF,,a,,N,2,7,C,Y,14770697772,5
BAU,ESSF,mv,1,,BG,,,,N,,2,,N,14423348650,5
KIM,BAFA,unp,,,HP,,,,Y,1,4,C,Y,14770697772,5
KIM,ESSF,mkp,,,WP,,,,Y,,,,Y,14770697772,5
BAU,SBS,wk,3,,SF,,,,N,,7a,,Y,10096344055,4
BUB,SBS,dk,,,WL,,,,N,,,,N,3.16385E+12,1
BAU,SBS,mc,2,,SL,,,,N,,,,Y,4.89427E+13,4
BUB,SBS,mc,2,,SL,,,,N,,,,Y,1.25749E+13,4
BUB,SBS,mc,2,,TC,,,,N,,,,N,73506362806,6
BUB,SBS,dk,,,LP,,,,N,,,,Y,3.60871E+12,5
BUB,SBS,dk,,,SL,,,,N,,,,Y,5.72094E+12,5
BAU,SBS,mc,2,,SL,,,,N,,2b,,Y,3.22939E+12,4
BAU,SBS,wk,3,,SL,,,,N,,,,Y,2.18946E+12,4
BUB,SBS,dk,,,SL,,,,N,,2b,,Y,2.95608E+11,5
BAU,SBS,mc,2,,SF,,,,N,,2b,,Y,2.39428E+11,4
BAU,SBS,mc,2,,WL,,,,N,,,,N,1.19137E+12,1
BUB,SBS,dk,,,LP,,a,,N,,,,Y,38403986665,4
BAU,SBS,mc,2,,SL,,,,N,,3a,,Y,1.14666E+12,4
BUB,SBS,mc,2,,WL,,,,N,,,,N,1.2112E+11,1
BUB,SBS,dw,3,,TC,,,,N,,,,N,2884669730,6
BUB,SBS,mc,2,,LP,,,,N,,,,Y,2.01473E+12,4
BUB,SBS,dk,,,RO,,,,N,,,,N,6.64684E+11,5
BUB,SBS,dk,,,WL,,,,N,,2,,N,4.02411E+11,1
NEU,ESSF,mc,,,EF,,,,N,,,,Y,6.15793E+12,5
BUB,SBS,dk,,,TC,,,,N,,,,N,1.53999E+11,6
BAU,SBS,mc,2,,SF,,,,N,,3a,,Y,37500706489,4
BAU,ESSF,mc,,,EF,,,,N,,,,Y,7.39918E+11,5
BAU,SBS,mc,2,,TC,,,,N,,,,N,2.19235E+11,6
BUB,SBS,dk,,,WL,,,,N,,3c,,N,1.93273E+11,3
BUB,SBS,dk,,,WL,,,,N,,4,,N,1.02406E+11,3
BUB,SBS,mc,2,,RO,,,,N,,,,N,2.74736E+11,5
BUB,SBS,dk,,,CF,,,,N,,,,N,4.72662E+11,4
BUB,SBS,dk,,,SL,,,,N,,3a,,Y,1.93567E+11,5
BAU,SBS,dk,,,WL,,,,N,,,,N,1.18271E+11,1
BAU,SBS,mc,2,,WR,,,,N,,,,Y,64905068924,1
NEU,ESSF,mc,,,WL,,,,N,,,,N,8.09436E+11,3
NEU,ESSF,mc,,,EF,,,,N,,2b,,Y,2.12699E+11,5
NEU,SBS,mc,2,,WL,,,,N,,,,N,2.45194E+12,1
BAU,ESSF,mv,1,,WL,,,,N,,,,N,10096344055,3
BAU,SBS,wk,3,,TC,,,,N,,,,N,5769339460,6
BAU,ESSF,mv,1,,FP,,,,N,,,,Y,7.05302E+11,5
BAU,SBS,dk,,,LP,,,,N,,,,Y,1.21733E+12,5
BAU,SBS,mc,2,,SF,,,,N,,,,Y,3.50487E+11,4
BAU,ESSF,mc,,,WL,,,,N,,,,N,4.15392E+11,3
BUB,SBS,dk,,,WL,,,,N,,5,,N,95194101089,3
NEU,SBS,mc,2,,TC,,,,N,,,,N,8862418663,6
NEU,SBS,mc,2,,SL,,,,N,,,,Y,2.11635E+13,4
KIM,MH,mm,2,,UV,,,,N,,,,N,2.12698E+11,5
BAU,SBS,mc,2,,WL,,a,,N,,,,N,1442334865,1
NAU,SBPS,mc,,,WL,,,,N,,,,N,6.02647E+11,2
NAU,SBPS,mc,,,LP,,,,N,,3a,,Y,1.8168E+11,4
KIM,ESSF,mk,,,WL,,,,N,,,,N,1.63955E+11,3
NEU,BAFA,un,,,AT,,,,Y,,,,N,4.43121E+11,5
NEU,ESSF,mc,,,EF,,,,Y,,,,Y,5.61287E+11,5
KIM,MH,mm,2,,AV,,,,N,,,,N,5.21406E+11,4
KIM,ESSF,mkp,,,SM,,,,Y,,,,N,5.55378E+11,4
BUB,SBS,dk,,,WL,,a,,N,,,,N,2884669730,1
NEU,BAFA,un,,,AG,,,,Y,,,,N,4.44598E+11,5
NEU,ESSF,mcp,,,SM,,,,Y,,,,N,5.36176E+11,4
NAU,SBPS,mc,,,SL,,,,N,,,,Y,9.80774E+11,5
BAU,ESSF,mv,3,,FP,,,,N,,,,Y,2.6539E+11,5
BUB,ESSF,mv,1,,LP,,,,N,,,,Y,66347403789,5
BUB,SBS,dk,,,WL,,,,N,,7a,,N,1.64426E+11,2
KIM,ESSF,mk,,,AV,,,,N,,,,N,6.75021E+11,4
NEU,BAFA,un,,,GL,,,,Y,,,,N,44312093315,6
NAU,SBPS,mc,,,LP,,,,N,,2b,,Y,94532890252,4
NAU,SBPS,mc,,,MS,,,,N,,3a,,N,1.46231E+11,4
NEU,ESSF,mcp,,,RO,,,,Y,,,,N,2.09744E+11,5
NEU,ESSF,mc,,,FP,,,,N,,,,Y,7.2081E+11,5
BAU,ESSF,mc,,,RO,,,,Y,,,,N,3.5914E+11,5
KIM,ESSF,mk,,,WB,,,,N,,,,Y,3.58928E+11,4
KIM,MH,mm,2,,WL,,,,N,,,,N,28064325766,3
NEU,ESSF,mc,,,AV,,,,N,,,,N,88624186631,4
KIM,ESSF,mkp,,,AV,,,,N,,,,N,2.54056E+11,4
NEU,BAFA,un,,,AU,,,,Y,,,,N,4.19488E+11,6
BAU,ESSF,mvp,,,EF,,,,Y,,,,Y,2.88467E+11,5
KIM,ESSF,mk,,,EW,,,,N,,,,Y,5.28791E+11,4
NEU,SBS,mc,2,,SF,,,,N,,2b,,Y,7.08993E+11,4
KIM,MH,mm,2,,AV,,,,N,,3,,N,1.15211E+11,4
NEU,ESSF,mcp,,,WL,,,,Y,,,,N,5.55378E+11,3
NEU,ESSF,mc,,,WL,,,,Y,,,,N,5.81965E+11,3
NEU,BAFA,unp,,,AU,,,,Y,,,,N,1.3589E+11,6
NEU,ESSF,mcp,,,EF,,,,Y,,,,Y,1.38845E+11,5
KIM,CMA,unp,,,GL,,,,Y,,,,N,31018465321,6
NEU,SBS,mc,2,,SF,,,,N,,3a,,Y,1.58046E+11,4
BUB,SBS,mc,2,,SF,,,,N,,3a,,Y,29541528204,4
BUB,ESSF,mc,,,WL,,,,Y,,,,N,30288943437,3
KIM,ESSF,mk,,,AV,,a,,N,,,,N,16247767549,3
BAU,SBS,mc,2,,RO,,,,N,,,,N,77886082709,5
KIM,ESSF,mk,,,EF,,,,N,,,,Y,2.18606E+11,5
KIM,CMA,un,,,AT,,,,Y,,,,N,1.19643E+11,5
NEU,ESSF,mcp,,,FP,,,,Y,,,,Y,17724837326,5
BAU,BAFA,un,,,AT,,,,Y,,,,N,50481720274,5
BAU,SBS,dk,,,TC,,,,N,,,,N,5769339460,6
BAU,ESSF,mv,3,,AV,,,,Y,,,,N,31731367030,4
BAU,ESSF,mv,3,,WL,,,,N,,,,N,43270045949,3
KIM,MH,mm,2,,RO,,,,N,,,,N,35449674652,5
KIM,BAFA,un,,,GL,,,,Y,,,,N,48743302647,6
KIM,ESSF,mk,,,EW,,a,,N,,,,Y,5908279109,4
KIM,BAFA,un,,,AT,,,,Y,,,,N,1.69863E+11,5
KIM,BAFA,un,,,AG,,,,Y,,,,N,64991070196,5
NAU,SBPS,mc,,,WL,,,,N,,3b,,N,35449833845,3
NEU,ESSF,mcp,,,WL,,,,N,,,,N,2954139554,3
BAU,ESSF,mv,3,,WL,,,,Y,,,,N,46154715679,3
KIM,BAFA,unp,,,GL,,,,Y,,,,N,22156046658,6
BAU,ESSF,mvp,,,FP,,,,Y,,,,Y,80770752439,5
BAU,ESSF,mvp,,,SM,,,,Y,,,,N,8654009190,4
KIM,CMA,unp,,,AT,,,,Y,,,,N,20678976881,5
KIM,MH,mm,2,,AV,,a,,N,,,,N,28064325766,3
BAU,ESSF,mv,3,,EF,,,,Y,,,,Y,21635022975,5
BAU,ESSF,mv,3,,TC,,,,N,,,,N,2884669730,6
BAU,SBS,mc,2,,SL,,a,,N,,,,Y,5769339460,4
BUB,SBS,mc,2,,SF,,,,N,,2b,,Y,5908305641,4
KIM,CWH,ws,2,,FR,,,,N,,,,Y,29541395544,4
KIM,BAFA,unp,,,AM,,,,Y,,,,N,4431209332,5
BUB,SBS,dk,,,WR,,,,N,1,6,B,Y,12981013785,1
BUB,SBS,dk,,,WR,,,,N,1,6,C,Y,1442334865,1
BUB,SBS,dk,,,WR,,,,N,1,6,M,Y,27404362435,1
BUB,SBS,dk,,,SL,,,,N,1,6,C,Y,14423348650,5
BUB,SBS,dk,,,WR,,,,N,1,6,,Y,14423348650,1
BUB,SBS,dk,,,SL,,,,N,1,6,,Y,23077357840,5
BUB,SBS,dk,,,SL,,,,N,1,6,M,Y,8654009190,5
BUB,SBS,dk,,,SL,,,,N,1,6,B,Y,11538678920,5
BUB,SBS,dk,,,SL,,,,N,1,2,,Y,0,4
BUB,SBS,dk,,,SL,,,,N,,2,,Y,0,5
BAU,SBS,mc,2,,SF,,,,N,1,2,,Y,0,4
BUB,SBS,mc,2,,SL,,,,N,2,2,,Y,0,4
BUB,SBS,mc,2,,SL,,,,N,1,2,,Y,0,4
BAU,SBS,mc,2,,SL,,,,N,3,2,,Y,0,4
BAU,SBS,mc,2,,SF,,,,N,2,2,,Y,0,4
BUB,SBS,mc,2,,SF,,,,N,1,2,,Y,0,4
BUB,SBS,dw,3,,SL,,,,N,2,2,,Y,0,5
BUB,SBS,dw,3,,SL,,,,N,1,2,,Y,0,4
BUB,SBS,dk,,,SL,,,,N,2,2,,Y,0,5
BAU,SBS,wk,3,,SF,,,,N,3,2,,Y,0,4
BUB,SBS,dk,,,SL,,,,N,3,2,,Y,0,5
BAU,SBS,mc,2,,SL,,,,N,1,2,,Y,0,4
BUB,SBS,dk,,,WR,,,,N,2,2,,Y,0,2
BUB,SBS,mc,2,,SF,,,,N,4,2,,Y,0,5
BUB,SBS,mc,2,,SF,,,,N,2,2,,Y,0,4
BUB,ESSF,mc,,,EF,,,,N,2,2,,Y,0,5
BAU,SBS,mc,2,,WR,,a,,N,1,2,,Y,0,1
BAU,ESSF,mc,,,EF,,,,N,1,2,,Y,0,4
BAU,SBS,mc,2,,SF,,,,N,3,2,,Y,0,4
BAU,SBS,mc,2,,SL,,,,N,2,2,,Y,0,4
BAU,ESSF,mc,,,EF,,,,N,2,2,,Y,0,5
BUB,SBS,dk,,,DF,,,,N,,2,,Y,0,5
BUB,SBS,mc,2,,DF,,,,N,1,2,,Y,0,5
BUB,SBS,mc,2,,SL,,,,N,3,2,,Y,0,4
BAU,SBS,mc,2,,SF,,,,N,,2,,Y,0,4
BAU,SBS,dk,,,SL,,,,N,1,2,,Y,0,4
BAU,SBS,dk,,,SL,,,,N,3,2,,Y,0,5
BAU,ESSF,mc,,,EF,,,,N,3,2,,Y,0,5
BAU,SBS,mc,2,,SL,,a,,N,1,2,,Y,0,4
BUB,SBS,dk,,,SL,,,,N,,2,,Y,0,5
BAU,SBS,mc,2,,WR,,a,,N,3,2,,Y,0,2
BUB,SBS,dw,3,,SF,,,,N,,2,,Y,0,4
BUB,SBS,dk,,,WR,,,,N,1,2,,Y,0,1
BUB,SBS,mc,2,,SF,,,,N,3,2,,Y,0,4
BUB,SBS,dk,,,SF,,,,N,1,2,,Y,0,4
BAU,ESSF,mv,1,,EF,,,,N,1,2,,Y,0,4
BAU,SBS,dw,3,,SL,,,,N,1,2,,Y,0,4
BUB,SBS,dk,,,DF,,,,N,1,2,,Y,0,5
BUB,ESSF,mc,,,EF,,,,N,1,2,,Y,0,4
BUB,SBS,dk,,,DF,,,,N,2,2,,Y,0,5
BAU,SBS,dk,,,DF,,,,N,3,2,,Y,0,5
BUB,SBS,mc,2,,SL,,,,N,,2,,Y,0,4
BAU,SBS,wk,3,,SF,,,,N,1,2,,Y,0,4
NEU,SBS,mc,2,,SL,,,,N,2,2,,Y,0,4
BUB,SBS,mc,2,,SL,,,,N,,2,,Y,0,4
NEU,ESSF,mc,,,EF,,,,N,1,2,,Y,0,4
NEU,ESSF,mc,,,EF,,,,N,2,2,,Y,0,5
BAU,SBS,wk,3,,SF,,,,N,,2,,Y,0,4
BAU,ESSF,mv,1,,EF,,,,N,3,2,,Y,0,5
BAU,SBS,dk,,,SL,,,,N,2,2,,Y,0,5
NEU,ESSF,mc,,,WL,,a,,N,,2b,,N,0,2
BUB,ESSF,mv,1,,EF,,,,N,1,2,,Y,0,4
NEU,SBS,dk,,,SL,,,,N,1,2,,Y,0,4
NEU,ESSF,mk,,,EW,,,,Y,1,2,,Y,0,4
NEU,ESSF,mcp,,,EF,,,,Y,1,2,,Y,0,4
NAU,SBPS,mc,,,LP,,,,N,2,2,,Y,0,4
BAU,ESSF,mv,3,,EF,,,,N,2,2,,Y,0,5
BUB,SBS,dk,,,DF,,,,N,3,2,,Y,0,5
NAU,SBPS,mc,,,LP,,,,N,1,2,,Y,0,4
NEU,ESSF,mc,,,EF,,,,Y,2,2,,Y,0,5
NEU,SBS,mc,2,,SF,,,,N,3,2,,Y,0,4
KIM,ESSF,mk,,,EW,,,,N,3,2,,Y,0,4
KIM,ESSF,mkp,,,WP,,,,Y,1,2,,Y,0,5
NAU,SBPS,mc,,,SL,,,,N,1,2,,Y,0,5
NEU,BAFA,un,,,FP,,,,Y,,2,,Y,0,5
NEU,SBS,mc,2,,SL,,,,N,1,2,,Y,0,4
NEU,SBS,mc,2,,SF,,,,N,1,2,,Y,0,4
BUB,SBS,dk,,,WR,,a,,N,2,2,,Y,0,1
NEU,SBS,mc,2,,WR,,a,,N,1,2,,Y,0,1
BUB,SBS,dk,,,SL,,,,N,4,2,,Y,0,5
KIM,MH,mm,2,,HP,,,,N,,2,,Y,0,5
BAU,ESSF,mv,1,,EF,,,,N,2,2,,Y,0,5
KIM,ESSF,mk,,,EW,,,,N,1,2,,Y,0,4
NAU,SBPS,mc,,,WL,,a,,N,,2b,,N,0,1
BUB,SBS,dk,,,WR,,,,N,,2,,Y,0,2
BAU,ESSF,mv,1,,EF,,,,N,,2,,Y,0,5
NAU,SBPS,mc,,,WR,,a,,N,2,2,,Y,0,1
BUB,SBS,dk,,,WR,,a,,N,1,2,,Y,0,1
KIM,MH,mm,2,,MF,,,,N,1,2,,Y,0,5
BUB,SBS,dk,,,WR,,,,N,,2,,Y,0,2
BUB,SBS,dw,3,,SL,,,,N,3,2,,Y,0,5
NEU,SBS,mc,2,,SF,,,,N,2,2,,Y,0,4
NEU,ESSF,mc,,,ER,,a,,N,2,2,,Y,0,1
NEU,SBS,mc,2,,SF,,,,N,,2,,Y,0,4
NEU,SBS,dk,,,SL,,,,N,2,2,,Y,0,5
BAU,ESSF,mc,,,EF,,,,Y,2,2,,Y,0,5
BUB,ESSF,mv,1,,EF,,,,N,3,2,,Y,0,5
NEU,ESSF,mc,,,EF,,,,Y,1,2,,Y,0,4
NEU,SBS,mc,2,,WR,,a,,N,2,2,,Y,0,1
BAU,SBS,mc,2,,LP,,,,N,2,2,,Y,0,4
KIM,ESSF,mk,,,EF,,,,N,3,2,,Y,0,5
NEU,ESSF,mc,,,EF,,,,Y,3,2,,Y,0,5
KIM,MH,mm,2,,MF,,,,N,2,2,,Y,0,5
NAU,SBPS,mc,,,SL,,,,N,2,2,,Y,0,5
KIM,MH,mm,2,,MF,,,,N,3,2,,Y,0,5
NEU,ESSF,mc,,,EF,,,,N,3,2,,Y,0,5
BUB,SBS,dk,,,WR,,a,,N,,2,,Y,0,1
KIM,MH,mm,2,,MF,,,,N,,2,,Y,0,5
KIM,ESSF,mk,,,EW,,,,N,2,2,,Y,0,4
NEU,SBS,mc,2,,SL,,,,N,3,2,,Y,0,4
NEU,BAFA,un,,,FP,,,,Y,2,2,,Y,0,5
KIM,ESSF,mk,,,WB,,,,Y,1,2b,,Y,0,4
BAU,SBS,dk,,,SL,,,,N,4,2,,Y,0,5
BAU,ESSF,mv,1,,EF,,,,Y,3,2,,Y,0,5
NAU,SBPS,mc,,,LP,,a,,N,1,2,,Y,0,4
KIM,ESSF,mkp,,,WP,,,,N,1,2,,Y,0,5
KIM,CWH,ws,2,,FR,,,,N,3,2,,Y,0,4
NEU,ESSF,mk,,,EW,,a,,Y,1,2,,Y,0,4
KIM,ESSF,mk,,,EW,,,,Y,2,2,,Y,0,4
NEU,ESSF,mcp,,,EF,,,,Y,2,2,,Y,0,5
NEU,ESSF,mk,,,WL,,a,,Y,,2b,,N,0,2
BAU,SBS,dk,,,WL,,,,N,,2b,,N,0,1
NEU,SBS,dk,,,WL,,a,,N,,2b,,N,0,1
BAU,SBS,mc,2,,WL,,a,,N,,2b,,N,0,1
NEU,ESSF,mc,,,WL,,,,Y,,2b,,N,0,3
KIM,CWH,ws,2,,WL,,,,N,,2b,,N,0,1
KIM,ESSF,mk,,,WL,,a,,N,,2b,,N,0,2
BAU,ESSF,mv,3,,EF,,,,N,3,2,,Y,0,5
BAU,ESSF,mv,3,,EF,,,,Y,3,2,,Y,0,5
NEU,SBS,dk,,,WR,,a,,N,1,2,,Y,0,1
BAU,SBS,mc,2,,SF,,,,N,,2,,Y,0,4
KIM,ESSF,mkp,,,WB,,,,Y,2,2b,,Y,0,4
BAU,ESSF,mvp,,,FP,,,,Y,1,2,,Y,0,5
BAU,SBS,dk,,,WR,,a,,N,3,2,,Y,0,2
NEU,ESSF,mc,,,ER,,a,,N,1,2,,Y,0,1
BUB,SBS,mc,2,,WR,,a,,N,1,2,,Y,0,1
NEU,ESSF,mcp,,,FP,,,,Y,1,2,,Y,0,5
BAU,SBS,mc,2,,SF,,a,,N,2,2,,Y,0,4
KIM,ESSF,mk,,,EW,,a,,N,1,2,,Y,0,4
KIM,CWH,ws,2,,FR,,,,N,4,2,,Y,0,5
BAU,SBS,dk,,,SF,,,,N,2,2,,Y,0,4
KIM,MH,mm,2,,MF,,a,,N,2,2,,Y,0,5
NAU,SBPS,mc,,,SL,,,,N,3,2,,Y,0,5
BUB,SBS,dk,,,DF,,a,,N,2,2,,Y,0,5
BAU,SBS,dk,,,WR,,a,,N,2,2,,Y,0,1
BUB,SBS,dw,3,,SF,,,,N,2,2,,Y,0,4
BUB,SBS,dk,,,WR,,a,,N,3,2,,Y,0,2
NEU,ESSF,mc,,,EF,,a,,N,2,2,,Y,0,4
KIM,BAFA,unp,,,HP,,,,Y,1,2,,Y,0,5
BUB,SBS,dk,,,DF,,,,N,,3a,,Y,0,5
BUB,SBS,dk,,,WR,,,,N,,3a,,Y,0,2
NEU,SBS,dk,,,SL,,,,N,,3a,,Y,0,5
BUB,SBS,mc,2,,SL,,,,N,,3a,,Y,0,4
NEU,SBS,mc,2,,SL,,,,N,,3a,,Y,0,4
BUB,SBS,mc,2,,DF,,,,N,,3a,,Y,0,5
BUB,SBS,dk,,,SF,,,,N,,3a,,Y,0,4
BUB,SBS,dw,3,,SL,,,,N,,3a,,Y,0,5
BAU,ESSF,mv,1,,EF,,,,N,,3a,,Y,0,5
BAU,SBS,dk,,,SL,,,,N,,3a,,Y,0,5
BAU,SBS,dw,3,,SL,,,,N,,3a,,Y,0,5
BAU,SBS,wk,3,,SF,,,,N,,3a,,Y,0,4
BAU,ESSF,mv,3,,EF,,,,N,,3a,,Y,0,5
NAU,SBPS,mc,,,SL,,,,N,,3a,,Y,0,5
BUB,SBS,dk,,,WR,,a,,N,,3a,,Y,0,2
BUB,SBS,dk,,,DF,,a,,N,,3a,,Y,0,4
BUB,ESSF,mv,1,,EF,,,,N,,3a,,Y,0,5
BUB,SBS,dk,,,SL,,,,N,1,3a,,Y,0,5
BUB,SBS,dk,,,SL,,,,N,,3a,,Y,0,5
BAU,SBS,mc,2,,SF,,,,N,1,3a,,Y,0,4
BUB,SBS,mc,2,,SL,,,,N,2,3a,,Y,0,4
BUB,SBS,mc,2,,SL,,,,N,1,3a,,Y,0,4
BAU,SBS,mc,2,,SL,,,,N,3,3a,,Y,0,4
BAU,SBS,mc,2,,SF,,,,N,2,3a,,Y,0,4
BUB,SBS,mc,2,,SF,,,,N,1,3a,,Y,0,4
BUB,SBS,dw,3,,SL,,,,N,2,3a,,Y,0,5
BUB,SBS,dw,3,,SL,,,,N,1,3a,,Y,0,5
BUB,SBS,dk,,,SL,,,,N,2,3a,,Y,0,5
BAU,SBS,wk,3,,SF,,,,N,3,3a,,Y,0,4
BUB,SBS,dk,,,SL,,,,N,3,3a,,Y,0,5
BAU,SBS,mc,2,,SL,,,,N,1,3a,,Y,0,4
BUB,SBS,dw,3,,SF,,,,N,,3a,,Y,0,4
BAU,SBS,dk,,,DF,,,,N,,3a,,Y,0,5
BUB,SBS,dk,,,WR,,,,N,2,3a,,Y,0,2
BUB,SBS,mc,2,,SF,,,,N,4,3a,,Y,0,5
BUB,SBS,mc,2,,SF,,,,N,2,3a,,Y,0,4
BUB,ESSF,mc,,,EF,,,,N,2,3a,,Y,0,5
BAU,SBS,mc,2,,WR,,a,,N,1,3a,,Y,0,1
BAU,ESSF,mc,,,EF,,,,N,1,3a,,Y,0,5
BAU,SBS,mc,2,,SF,,,,N,3,3a,,Y,0,4
BAU,SBS,mc,2,,SL,,,,N,2,3a,,Y,0,4
BAU,ESSF,mc,,,EF,,,,N,2,3a,,Y,0,5
BUB,SBS,dk,,,DF,,,,N,,3a,,Y,0,5
BUB,SBS,mc,2,,DF,,,,N,1,3a,,Y,0,4
BUB,SBS,mc,2,,SL,,,,N,3,3a,,Y,0,4
BAU,SBS,mc,2,,SF,,,,N,,3a,,Y,0,4
