FREQ,BGC_Label,BGC_ZONE,BGC_SUBZON,BGC_VRT,BGC_PHASE,BEU_MC,REALM,GROUP,CLASS,KIND,Forested (Y/N),Strct_Climax,Stand_Climax,Stand_Age_0-15,Stand_Age_16-30,Stand_Age_31-50,Stand_Age_51-80,Stand_Age_80+,Struct_Age_0-3,Struct_Age_4-10,Struct_Age_11-30,Struct_Age_31-40,Struct_Age_41-60,Struct_Age_61-80,Struct_Age_81-139,Struct_Age_140-249,Struct_Age_250+,Snow_Code
,,SBS,dw,2,,TC,T,X,a,U,N,,,,,,,,,,,,,,,,,
,,SBS,dw,2,,WG,T,P,b,O,Y,7,C,,,C,C,C,2,2,3a,3b,4,5,6,7,7,
,,SBS,dw,2,,WL,W,W,,U,N,3a,,,,,,,2b,2b,3a,3a,3a,3a,3a,3a,3a,
,,SBS,dw,2,,WR,T,F,h,M,Y,7a,M,,B,M,M,M,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,dw,3,,BB,W,P,b,O,N,3b,,,,,,,2,2,3a,3a,3b,3b,3b,3b,3b,
,,SBS,dw,3,,BR,T,,,U,N,3b,,,,,,,2,2,3a,3a,3b,3b,3b,3b,3b,
,,SBS,dw,3,,CF,T,X,a,U,N,2b,,,,,,,2b,2b,2b,2b,2b,2b,2b,2b,2b,
,,SBS,dw,3,,DF,T,T,,M,Y,7a,C,,,C,C,C,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,dw,3,,DL,T,T,,M,Y,7a,C,,,C,C,C,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,dw,3,,LL,O,,,N,N,,,,,,,,,,,,,,,,,
,,SBS,dw,3,,LP,T,T,,M,Y,7a,C,,,C,C,C,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,dw,3,,LS,O,,,N,N,,,,,,,,,,,,,,,,,
,,SBS,dw,3,,MI,T,X,,U,N,,,,,,,,,,,,,,,,,
,,SBS,dw,3,,OW,O,,,N,N,,,,,,,,,,,,,,,,,
,,SBS,dw,3,,RI,O,,,N,N,,,,,,,,,,,,,,,,,
,,SBS,dw,3,,SA,T,T,,M,Y,7a,M,,B,B,M,M,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,dw,3,,SC,T,S,c,M,N,3b,,,,,,,3a,3a,3b,3b,3b,3b,3b,3b,3b,
,,SBS,dw,3,,SD,T,T,,M,Y,7a,C,,,C,C,C,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,dw,3,,SF,T,T,,M,Y,7a,C,,,C,C,C,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,dw,3,,SK,W,M,s,M,Y,7,C,,,C,C,C,2,3a,3b,3c,4,5,6,7,7,
,,SBS,dw,3,,SL,T,T,,M,Y,7a,C,,,C,C,C,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,dw,3,,SW,W,M,s,M,N,3b,,,,,,,3a,3a,3b,3b,3b,3b,3b,3b,3b,
,,SBS,dw,3,,TC,T,X,a,U,N,,,,,,,,,,,,,,,,,
,,SBS,dw,3,,UR,T,X,a,U,N,,,,,,,,,,,,,,,,,
,,SBS,dw,3,,UV,T,,,U,N,1,,,,,,,1,1,1,1,1,1,1,1,1,
,,SBS,dw,3,,WG,T,P,b,O,Y,7,C,,,C,C,C,2,2,3a,3b,4,5,6,7,7,
,,SBS,dw,3,,WL,W,W,,U,N,3a,,,,,,,2b,2b,3a,3a,3a,3a,3a,3a,3a,
,,SBS,dw,3,,WR,T,F,h,M,Y,7a,M,,B,M,M,M,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,mc,2,,AV,T,V,s,M,N,3b,,,,,,,2b,3a,3a,3a,3b,3b,3b,3b,3b,
,,SBS,mc,2,,BB,W,P,b,O,N,3b,,,,,,,2,2,3a,3a,3b,3b,3b,3b,3b,
,,SBS,mc,2,,BL,T,,,M,Y,7a,C,,,C,C,C,2,3a,3a,3b,4,5,6,7a,7a,
,,SBS,mc,2,,BR,T,,,U,N,3b,,,,,,,2,2,3a,3a,3b,3b,3b,3b,3b,
,,SBS,mc,2,,CF,T,X,a,U,N,2b,,,,,,,2b,2b,2b,2b,2b,2b,2b,2b,2b,
,,SBS,mc,2,,CL,T,R,c,N,N,1,,,,,,,1,1,1,1,1,1,1,1,1,
,,SBS,mc,2,,DF,T,T,,M,Y,7a,C,,,C,C,C,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,mc,2,,DL,T,T,,M,Y,7a,C,,,C,C,C,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,mc,2,,GP,T,X,a,N,N,1,,,,,,,1,1,1,1,1,1,1,1,1,
,,SBS,mc,2,,LL,O,,,N,N,,,,,,,,,,,,,,,,,
,,SBS,mc,2,,LP,T,T,,M,Y,7a,C,,,C,C,C,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,mc,2,,LS,O,,,N,N,,,,,,,,,,,,,,,,,
,,SBS,mc,2,,ME,T,G,m,M,N,2a,,,,,,,2a,2a,2a,2a,2a,2a,2a,2a,2a,
,,SBS,mc,2,,MI,T,X,,U,N,,,,,,,,,,,,,,,,,
,,SBS,mc,2,,MS,T,G,b,M,N,3b,,,,,,,2b,2b,3a,3b,3b,3b,3b,3b,3b,
,,SBS,mc,2,,OW,O,,,N,N,,,,,,,,,,,,,,,,,
,,SBS,mc,2,,RE,O,,,N,N,,,,,,,,,,,,,,,,,
,,SBS,mc,2,,RI,O,,,N,N,,,,,,,,,,,,,,,,,
,,SBS,mc,2,,RO,T,R,o,N,N,1,,,,,,,1,1,1,1,1,1,1,1,1,
,,SBS,mc,2,,SA,T,T,,M,Y,7a,M,,B,B,M,M,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,mc,2,,SB,T,T,,M,Y,7a,M,,B,B,M,M,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,mc,2,,SC,T,S,c,M,N,3b,,,,,,,3a,3a,3b,3b,3b,3b,3b,3b,3b,
,,SBS,mc,2,,SD,T,T,,M,Y,7a,C,,,C,C,C,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,mc,2,,SF,T,T,,M,Y,7a,C,,,C,C,C,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,mc,2,,SG,T,G,g,M,N,2b,,,,,,,2b,2b,2b,2b,2b,2b,2b,2b,2b,
,,SBS,mc,2,,SK,W,M,s,M,Y,7,C,,,C,C,C,2,3a,3b,3c,4,5,6,7,7,
,,SBS,mc,2,,SL,T,T,,M,Y,7a,C,,,C,C,C,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,mc,2,,SW,W,M,s,M,N,3b,,,,,,,3a,3a,3b,3b,3b,3b,3b,3b,3b,
,,SBS,mc,2,,TA,T,R,t,N,N,1,,,,,,,1,1,1,1,1,1,1,1,1,
,,SBS,mc,2,,TC,T,X,a,U,N,,,,,,,,,,,,,,,,,
,,SBS,mc,2,,UR,T,X,a,U,N,,,,,,,,,,,,,,,,,
,,SBS,mc,2,,UV,T,,,U,N,1,,,,,,,1,1,1,1,1,1,1,1,1,
,,SBS,mc,2,,WG,T,P,b,O,Y,7,C,,,C,C,C,2,2,3a,3b,4,5,6,7,7,
,,SBS,mc,2,,WL,W,W,,U,N,3a,,,,,,,2b,2b,3a,3a,3a,3a,3a,3a,3a,
,,SBS,mc,2,,WR,T,F,h,M,Y,7a,M,,B,M,M,M,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,mc,3,,BB,W,P,b,O,N,3b,,,,,,,2,2,3a,3a,3b,3b,3b,3b,3b,
,,SBS,mc,3,,BL,T,,,M,Y,7a,C,,,C,C,C,2,3a,3a,3b,4,5,6,7a,7a,
,,SBS,mc,3,,BR,T,,,U,N,3b,,,,,,,2,2,3a,3a,3b,3b,3b,3b,3b,
,,SBS,mc,3,,CF,T,X,a,U,N,2b,,,,,,,2b,2b,2b,2b,2b,2b,2b,2b,2b,
,,SBS,mc,3,,DF,T,T,,M,Y,7a,C,,,C,C,C,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,mc,3,,GP,T,X,a,N,N,1,,,,,,,1,1,1,1,1,1,1,1,1,
,,SBS,mc,3,,LL,O,,,N,N,,,,,,,,,,,,,,,,,
,,SBS,mc,3,,LP,T,T,,M,Y,7a,C,,,C,C,C,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,mc,3,,LS,O,,,N,N,,,,,,,,,,,,,,,,,
,,SBS,mc,3,,MS,T,G,b,M,N,3b,,,,,,,2b,2b,3a,3b,3b,3b,3b,3b,3b,
,,SBS,mc,3,,OW,O,,,N,N,,,,,,,,,,,,,,,,,
,,SBS,mc,3,,RI,O,,,N,N,,,,,,,,,,,,,,,,,
,,SBS,mc,3,,SA,T,T,,M,Y,7a,M,,B,B,M,M,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,mc,3,,SC,T,S,c,M,N,3b,,,,,,,3a,3a,3b,3b,3b,3b,3b,3b,3b,
,,SBS,mc,3,,SD,T,T,,M,Y,7a,C,,,C,C,C,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,mc,3,,SF,T,T,,M,Y,7a,C,,,C,C,C,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,mc,3,,SK,W,M,s,M,Y,7,C,,,C,C,C,2,3a,3b,3c,4,5,6,7,7,
,,SBS,mc,3,,SL,T,T,,M,Y,7a,C,,,C,C,C,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,mc,3,,SW,W,M,s,M,N,3b,,,,,,,3a,3a,3b,3b,3b,3b,3b,3b,3b,
,,SBS,mc,3,,TA,T,R,t,N,N,1,,,,,,,1,1,1,1,1,1,1,1,1,
,,SBS,mc,3,,TC,T,X,a,U,N,,,,,,,,,,,,,,,,,
,,SBS,mc,3,,UR,T,X,a,U,N,,,,,,,,,,,,,,,,,
,,SBS,mc,3,,UV,T,,,U,N,1,,,,,,,1,1,1,1,1,1,1,1,1,
,,SBS,mc,3,,WG,T,P,b,O,Y,7,C,,,C,C,C,2,2,3a,3b,4,5,6,7,7,
,,SBS,mc,3,,WL,W,W,,U,N,3a,,,,,,,2b,2b,3a,3a,3a,3a,3a,3a,3a,
,,SBS,mc,3,,WR,T,F,h,M,Y,7a,M,,B,M,M,M,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,un,,,AV,T,V,s,M,N,3b,,,,,,,2b,3a,3a,3a,3b,3b,3b,3b,3b,
,,SBS,un,,,BB,W,W,b,O,N,3b,,,,,,,2,2,3a,3a,3b,3b,3b,3b,3b,
,,SBS,un,,,BG,W,W,b,O,N,3a,,,,,,,2,2,3a,3a,3a,3a,3a,3a,3a,
,,SBS,un,,,BP,T,T,,M,Y,7a,C,,,C,C,C,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,un,,,CL,T,R,c,N,N,1,,,,,,,1,1,1,1,1,1,1,1,1,
,,SBS,un,,,CS,T,T,,M,Y,7a,C,,,C,C,C,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,un,,,FE,W,W,f,O,N,2b,,,,,,,2b,2b,2b,2b,2b,2b,2b,2b,2b,
,,SBS,un,,,GB,T,F,a,N,N,1a,,,,,,,1a,1a,1a,1a,1a,1a,1a,1a,1a,
,,SBS,un,,,GL,T,,,N,N,,,,,,,,,,,,,,,,,
,,SBS,un,,,GP,T,X,a,N,N,1,,,,,,,1,1,1,1,1,1,1,1,1,
,,SBS,un,,,LL,O,,,N,N,,,,,,,,,,,,,,,,,
,,SBS,un,,,LS,O,,,N,N,,,,,,,,,,,,,,,,,
,,SBS,un,,,ME,T,G,m,M,N,2a,,,,,,,2a,2a,2a,2a,2a,2a,2a,2a,2a,
,,SBS,un,,,MI,T,X,,U,N,,,,,,,,,,,,,,,,,
,,SBS,un,,,MR,W,W,m,M,N,2b,,,,,,,2b,2b,2b,2b,2b,2b,2b,2b,2b,
,,SBS,un,,,MS,T,G,b,M,N,3b,,,,,,,2b,2b,3a,3b,3b,3b,3b,3b,3b,
,,SBS,un,,,OW,O,,,N,N,,,,,,,,,,,,,,,,,
,,SBS,un,,,RE,O,,,N,N,,,,,,,,,,,,,,,,,
,,SBS,un,,,RI,O,,,N,N,,,,,,,,,,,,,,,,,
,,SBS,un,,,RM,T,X,,U,N,3,,,,,,,2,2,3,3,3,3,3,3,3,
,,SBS,un,,,RO,T,R,o,N,N,1,,,,,,,1,1,1,1,1,1,1,1,1,
,,SBS,un,,,SA,T,T,,M,Y,7a,M,,B,B,M,M,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,un,,,SC,T,S,c,M,N,3b,,,,,,,3a,3a,3b,3b,3b,3b,3b,3b,3b,
,,SBS,un,,,SF,T,T,,M,Y,7a,C,,,C,C,C,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,un,,,SH,W,W,f,O,N,3a,,,,,,,2,2,3a,3a,3a,3a,3a,3a,3a,
,,SBS,un,,,SK,W,M,s,M,Y,7,C,,,C,C,C,2,3a,3b,3c,4,5,6,7,7,
,,SBS,un,,,SL,T,T,,M,Y,7a,C,,,C,C,C,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,un,,,SM,T,A,m,M,N,2a,,,,,,,2a,2a,2a,2a,2a,2a,2a,2a,2a,
,,SBS,un,,,SU,T,G,b,M,N,3a,,,,,,,2b,2b,3a,3a,3a,3a,3a,3a,3a,
,,SBS,un,,,SW,W,M,s,M,N,3b,,,,,,,3a,3a,3b,3b,3b,3b,3b,3b,3b,
,,SBS,un,,,TA,T,R,t,N,N,1,,,,,,,1,1,1,1,1,1,1,1,1,
,,SBS,un,,,TC,T,X,a,U,N,,,,,,,,,,,,,,,,,
,,SBS,un,,,TR,T,X,,U,N,3b,,,,,,,2b,3a,3a,3b,3b,3b,3b,3b,3b,
,,SBS,un,,,UV,T,,,U,N,1,,,,,,,1,1,1,1,1,1,1,1,1,
,,SBS,un,,,UV,T,,,U,N,1,,,,,,,1,1,1,1,1,1,1,1,1,
,,SBS,un,,,WG,T,P,b,O,Y,7,C,,,C,C,C,2,2,3a,3b,4,5,6,7,7,
,,SBS,un,,,WL,W,W,,U,N,3a,,,,,,,2b,2b,3a,3a,3a,3a,3a,3a,3a,
,,SBS,un,,,WR,T,F,h,M,Y,7a,M,,B,M,M,M,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,wk,3,,AV,T,V,s,M,N,3b,,,,,,,2b,3a,3a,3a,3b,3b,3b,3b,3b,
,,SBS,wk,3,,BB,W,P,b,O,N,3b,,,,,,,2,2,3a,3a,3b,3b,3b,3b,3b,
,,SBS,wk,3,,BL,T,,,M,Y,7a,C,,,C,C,C,2,3a,3a,3b,4,5,6,7a,7a,
,,SBS,wk,3,,BR,T,,,U,N,3b,,,,,,,2,2,3a,3a,3b,3b,3b,3b,3b,
,,SBS,wk,3,,DF,T,T,,M,Y,7a,C,,,C,C,C,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,wk,3,,FE,W,W,f,O,N,2b,,,,,,,2b,2b,2b,2b,2b,2b,2b,2b,2b,
,,SBS,wk,3,,GP,T,X,a,N,N,1,,,,,,,1,1,1,1,1,1,1,1,1,
,,SBS,wk,3,,LL,O,,,N,N,,,,,,,,,,,,,,,,,
,,SBS,wk,3,,LP,T,T,,M,Y,7a,C,,,C,C,C,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,wk,3,,LS,O,,,N,N,,,,,,,,,,,,,,,,,
,,SBS,wk,3,,OW,O,,,N,N,,,,,,,,,,,,,,,,,
,,SBS,wk,3,,RI,O,,,N,N,,,,,,,,,,,,,,,,,
,,SBS,wk,3,,RO,T,R,o,N,N,1,,,,,,,1,1,1,1,1,1,1,1,1,
,,SBS,wk,3,,SA,T,T,,M,Y,7a,M,,B,B,M,M,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,wk,3,,SC,T,S,c,M,N,3b,,,,,,,3a,3a,3b,3b,3b,3b,3b,3b,3b,
,,SBS,wk,3,,SF,T,T,,M,Y,7a,C,,,C,C,C,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,wk,3,,SK,W,M,s,M,Y,7,C,,,C,C,C,2,3a,3b,3c,4,5,6,7,7,
,,SBS,wk,3,,SL,T,T,,M,Y,7a,C,,,C,C,C,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,wk,3,,SW,W,M,s,M,N,3b,,,,,,,3a,3a,3b,3b,3b,3b,3b,3b,3b,
,,SBS,wk,3,,TC,T,X,a,U,N,,,,,,,,,,,,,,,,,
,,SBS,wk,3,,UV,T,,,U,N,1,,,,,,,1,1,1,1,1,1,1,1,1,
,,SBS,wk,3,,WG,T,P,b,O,Y,7,C,,,C,C,C,2,2,3a,3b,4,5,6,7,7,
,,SBS,wk,3,,WL,W,W,,U,N,3a,,,,,,,2b,2b,3a,3a,3a,3a,3a,3a,3a,
,,SBS,wk,3,,WR,T,F,h,M,Y,7a,M,,B,M,M,M,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,wk,3,a,LS,O,,,N,N,,,,,,,,,,,,,,,,,
,,SBS,wk,3,a,OW,O,,,N,N,,,,,,,,,,,,,,,,,
,,SBS,wk,3,a,SA,T,T,,M,Y,7a,M,,B,B,M,M,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,wk,3,a,SD,T,T,,M,Y,7a,C,,,C,C,C,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,wk,3,a,SF,T,T,,M,Y,7a,C,,,C,C,C,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,wk,3,a,SL,T,T,,M,Y,7a,C,,,C,C,C,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,wk,3,a,WG,T,P,b,O,Y,7,C,,,C,C,C,2,2,3a,3b,4,5,6,7,7,
,,SWB,mk,,,AV,T,V,s,M,N,3b,,,,,,,2b,3a,3a,3a,3b,3b,3b,3b,3b,
,,SWB,mk,,,BB,W,W,b,O,N,3b,,,,,,,2,2,3a,3a,3b,3b,3b,3b,3b,
,,SWB,mk,,,BG,W,W,b,O,N,3a,,,,,,,2,2,3a,3a,3a,3a,3a,3a,3a,
,,SWB,mk,,,BK,T,S,k,M,N,3b,,,,,,,2,2,3a,3a,3b,3b,3b,3b,3b,
,,SWB,mk,,,BP,T,T,,M,Y,7a,C,,,C,C,C,2,3a,3b,3c,4,5,6,7a,7a,
,,SWB,mk,,,CF,T,X,,U,N,2b,,,,,,,2b,2b,2b,2b,2b,2b,2b,2b,2b,
,,SWB,mk,,,CL,T,R,c,N,N,1,,,,,,,1,1,1,1,1,1,1,1,1,
,,SWB,mk,,,FB,T,T,,M,Y,7,C,,,C,C,C,2,2,3a,3b,4,5,6,7,7,
,,SWB,mk,,,FE,W,W,f,O,N,2b,,,,,,,2b,2b,2b,2b,2b,2b,2b,2b,2b,
,,SWB,mk,,,GB,T,F,a,N,N,1a,,,,,,,1a,1a,1a,1a,1a,1a,1a,1a,1a,
,,SWB,mk,,,GL,T,,,N,N,,,,,,,,,,,,,,,,,
,,SWB,mk,,,GP,T,X,a,N,N,1,,,,,,,1,1,1,1,1,1,1,1,1,
,,SWB,mk,,,LL,O,,,N,N,,,,,,,,,,,,,,,,,
,,SWB,mk,,,LS,O,,,N,N,,,,,,,,,,,,,,,,,
,,SWB,mk,,,MI,T,X,,U,N,,,,,,,,,,,,,,,,,
,,SWB,mk,,,MR,W,W,m,M,N,2b,,,,,,,2b,2b,2b,2b,2b,2b,2b,2b,2b,
,,SWB,mk,,,OW,O,,,N,N,,,,,,,,,,,,,,,,,
,,SWB,mk,,,PR,T,F,h,M,Y,7a,M,,B,M,M,M,2,3a,3b,3c,4,5,6,7a,7a,
,,SWB,mk,,,RE,O,,,N,N,,,,,,,,,,,,,,,,,
,,SWB,mk,,,RI,O,,,N,N,,,,,,,,,,,,,,,,,
,,SWB,mk,,,RM,T,X,,U,N,3,,,,,,,2,2,3,3,3,3,3,3,3,
,,SWB,mk,,,RO,T,R,o,N,N,1,,,,,,,1,1,1,1,1,1,1,1,1,
,,SWB,mk,,,SA,T,T,,M,Y,7a,M,,B,B,M,M,2,3a,3b,3c,4,5,6,7a,7a,
,,SWB,mk,,,SC,T,S,c,M,N,3b,,,,,,,3a,3a,3b,3b,3b,3b,3b,3b,3b,
,,SWB,mk,,,SG,T,G,b,M,N,2b,,,,,,,2b,2b,2b,2b,2b,2b,2b,2b,2b,
,,SWB,mk,,,SH,W,W,f,O,N,3a,,,,,,,2,2,3a,3a,3a,3a,3a,3a,3a,
,,SWB,mk,,,SM,T,A,m,M,N,2a,,,,,,,2a,2a,2a,2a,2a,2a,2a,2a,2a,
,,SWB,mk,,,SU,T,G,b,M,N,3a,,,,,,,2b,2b,3a,3a,3a,3a,3a,3a,3a,
,,SWB,mk,,,SW,W,M,s,M,N,3b,,,,,,,3a,3a,3b,3b,3b,3b,3b,3b,3b,
,,SWB,mk,,,TA,T,R,t,N,N,1,,,,,,,1,1,1,1,1,1,1,1,1,
,,SWB,mk,,,TB,T,,,M,Y,6,M,B,B,B,M,M,2b,3a,3a,3b,4,5,6,6,6,
,,SWB,mk,,,TC,T,X,,U,N,,,,,,,,,,,,,,,,,
,,SWB,mk,,,TR,T,X,,U,N,3b,,,,,,,2b,3a,3a,3b,3b,3b,3b,3b,3b,
,,SWB,mk,,,UR,T,X,,U,N,,,,,,,,,,,,,,,,,
,,SWB,mk,,,UV,T,,,U,N,1,,,,,,,1,1,1,1,1,1,1,1,1,
,,SWB,mk,,,WL,W,W,,U,N,3a,,,,,,,2b,2b,3a,3a,3a,3a,3a,3a,3a,
,,SWB,mks,,,AV,T,V,s,M,N,3b,,,,,,,2b,3a,3a,3a,3b,3b,3b,3b,3b,
,,SWB,mks,,,BB,W,W,b,O,N,3b,,,,,,,2,2,3a,3a,3b,3b,3b,3b,3b,
,,SWB,mks,,,BG,W,W,b,O,N,3a,,,,,,,2,2,3a,3a,3a,3a,3a,3a,3a,
,,SWB,mks,,,BK,T,S,k,M,N,3b,,,,,,,2,2,3a,3a,3b,3b,3b,3b,3b,
,,SWB,mks,,,CF,T,X,,U,N,2b,,,,,,,2b,2b,2b,2b,2b,2b,2b,2b,2b,
,,SWB,mks,,,CL,T,R,c,N,N,1,,,,,,,1,1,1,1,1,1,1,1,1,
,,SWB,mks,,,FB,T,T,,M,Y,7,C,,,C,C,C,2,2,3a,3b,4,5,6,7,7,
,,SWB,mks,,,FE,W,W,f,O,N,2b,,,,,,,2b,2b,2b,2b,2b,2b,2b,2b,2b,
,,SWB,mks,,,GB,T,F,a,N,N,1a,,,,,,,1a,1a,1a,1a,1a,1a,1a,1a,1a,
,,SWB,mks,,,GL,T,,,N,N,,,,,,,,,,,,,,,,,
,,SWB,mks,,,GP,T,X,a,N,N,1,,,,,,,1,1,1,1,1,1,1,1,1,
,,SWB,mks,,,LL,O,,,N,N,,,,,,,,,,,,,,,,,
,,SWB,mks,,,LS,O,,,N,N,,,,,,,,,,,,,,,,,
,,SWB,mks,,,MI,T,X,,U,N,,,,,,,,,,,,,,,,,
,,SWB,mks,,,MR,W,W,m,M,N,2b,,,,,,,2b,2b,2b,2b,2b,2b,2b,2b,2b,
,,SWB,mks,,,OW,O,,,N,N,,,,,,,,,,,,,,,,,
,,SWB,mks,,,PR,T,F,h,M,Y,7a,M,,B,M,M,M,2,3a,3b,3c,4,5,6,7a,7a,
,,SWB,mks,,,RE,O,,,N,N,,,,,,,,,,,,,,,,,
,,SWB,mks,,,RI,O,,,N,N,,,,,,,,,,,,,,,,,
,,SWB,mks,,,RM,T,X,,U,N,3,,,,,,,2,2,3,3,3,3,3,3,3,
,,SWB,mks,,,RO,T,R,o,N,N,1,,,,,,,1,1,1,1,1,1,1,1,1,
,,SWB,mks,,,SA,T,T,,M,Y,7a,M,,B,B,M,M,2,3a,3b,3c,4,5,6,7a,7a,
,,SWB,mks,,,SC,T,S,c,M,N,3b,,,,,,,3a,3a,3b,3b,3b,3b,3b,3b,3b,
,,SWB,mks,,,SG,T,G,b,M,N,2b,,,,,,,2b,2b,2b,2b,2b,2b,2b,2b,2b,
,,SWB,mks,,,SH,W,W,f,O,N,3a,,,,,,,2,2,3a,3a,3a,3a,3a,3a,3a,
,,SWB,mks,,,SM,T,A,m,M,N,2a,,,,,,,2a,2a,2a,2a,2a,2a,2a,2a,2a,
,,SWB,mks,,,SU,T,G,b,M,N,3a,,,,,,,2b,2b,3a,3a,3a,3a,3a,3a,3a,
,,SWB,mks,,,SW,W,M,s,M,N,3b,,,,,,,3a,3a,3b,3b,3b,3b,3b,3b,3b,
,,SWB,mks,,,TA,T,R,t,N,N,1,,,,,,,1,1,1,1,1,1,1,1,1,
,,SWB,mks,,,TB,T,,,M,Y,6,M,B,B,B,M,M,2b,3a,3a,3b,4,5,6,6,6,
,,SWB,mks,,,TC,T,X,,U,N,,,,,,,,,,,,,,,,,
,,SWB,mks,,,TR,T,X,,U,N,3b,,,,,,,2b,3a,3a,3b,3b,3b,3b,3b,3b,
,,SWB,mks,,,UR,T,X,,U,N,,,,,,,,,,,,,,,,,
,,SWB,mks,,,UV,T,,,U,N,1,,,,,,,1,1,1,1,1,1,1,1,1,
,,SWB,mks,,,WL,W,W,,U,N,3a,,,,,,,2b,2b,3a,3a,3a,3a,3a,3a,3a,
,,SWB,mks,,,WP,T,T,,U,Y,7,C,,,C,C,C,2,2,3a,3b,4,5,6,7,7,
,,CWH,vh,2,,BG,W,W,b,O,N,3a,,,,,,,2,2,3a,3a,3a,3a,3a,3a,3a,
,,CWH,vh,2,,RS,W,W,s,O,N,7,C,,,C,C,C,2,2,3a,3b,4,5,6,7,7,
,,CWH,vm,2,,CR,T,F,h,M,Y,7a,M,,,M,M,M,2,3a,3b,3c,4,5,6,7a,7a,
,,CWH,vm,1,,YM,T,T,,M,Y,7a,C,,,C,C,C,2,3a,3b,3c,4,5,6,7a,7a,
,,MH,whp,,,YB,W,P,b,O,Y,7,C,,,C,C,C,2,2,3a,3b,4,5,6,7,7,
,,CWH,vm,1,,BG,W,W,b,O,N,3a,,,,,,,2,2,3a,3a,3a,3a,3a,3a,3a,
,,MH,wh,1,,BG,W,W,b,O,N,3a,,,,,,,2,2,3a,3a,3a,3a,3a,3a,3a,
,,SBS,dw,2,,LP,T,T,,M,Y,7a,C,,,C,C,C,2,3a,3b,3c,4,5,6,7a,7a,
,,SBS,wk,3,a,LP,T,T,,M,Y,7a,C,,,C,C,C,2,3a,3b,3c,4,5,6,7a,7a,
,,SBPS,mk,,,MS,T,G,b,M,N,3b,,,,,,,2b,2b,3a,3b,3b,3b,3b,3b,3b,
,,SBS,dk,,,MS,T,G,b,M,N,3b,,,,,,,2b,2b,3a,3b,3b,3b,3b,3b,3b,
,,SBPS,dc,,,WL,W,W,,U,N,3a,,,,,,,2b,2b,3a,3a,3a,3a,3a,3a,3a,
,,MH,mmp,,,YB,W,P,b,O,Y,7,C,,,C,C,C,2,2,3a,3b,4,5,6,7,7,
,,MH,whp,,,YS,W,W,s,O,Y,7,C,,,C,C,C,2,2,3a,3b,4,5,6,7,7,
,,SBPS,mk,,,BS,T,G,g,M,N,2b,,,,,,,2b,2b,2b,2b,2b,2b,2b,2b,2b,
